rank,rank_score,signature_id,input_value,borrow_ratio,repay_ratio,chain_window,reentry_window,liquidity_drift_step,borrow_drift_step,total_supplied,total_borrowed,total_repaid,total_withdrawn,total_debt_minted,total_debt_burned,residual_debt_shares,residual_debt_value,external_value_moved,net_external_position,protocol_shortfall_model,extraction_ratio_ppm,extraction_candidate,insolvency_candidate,reason
50,4702501040499,3,100000000,99/100,1/20,1000,25,3,7,2500000000000,2475000000000,123750000000,2499999975000,2475000000000,123749975000,2351250025000,2351250050000,4974999975000,2351249975000,75000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
51,4702501040499,3,100000000,99/100,1/20,1000,25,11,17,2500000000000,2475000000000,123750000000,2499999975000,2475000000000,123749975000,2351250025000,2351250050000,4974999975000,2351249975000,75000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
52,4702501040499,3,100000000,99/100,1/20,1000,25,31,67,2500000000000,2475000000000,123750000000,2499999975000,2475000000000,123749975000,2351250025000,2351250050000,4974999975000,2351249975000,75000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
53,4702501040499,3,100000000,99/100,1/20,1000,25,123,456,2500000000000,2475000000000,123750000000,2499999975000,2475000000000,123749975000,2351250025000,2351250050000,4974999975000,2351249975000,75000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
54,4702501040499,3,100000000,99/100,1/20,1000,25,8191,8191,2500000000000,2475000000000,123750000000,2499999975000,2475000000000,123749975000,2351250025000,2351250050000,4974999975000,2351249975000,75000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
55,4512501002499,4,100000000,19/20,1/20,1000,25,1,1,2500000000000,2375000000000,118750000000,2499999975000,2375000000000,118749975000,2256250025000,2256250050000,4874999975000,2256249975000,75000,902499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
56,4512501002499,4,100000000,19/20,1/20,1000,25,3,7,2500000000000,2375000000000,118750000000,2499999975000,2375000000000,118749975000,2256250025000,2256250050000,4874999975000,2256249975000,75000,902499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
57,4512501002499,4,100000000,19/20,1/20,1000,25,11,17,2500000000000,2375000000000,118750000000,2499999975000,2375000000000,118749975000,2256250025000,2256250050000,4874999975000,2256249975000,75000,902499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
58,4512501002499,4,100000000,19/20,1/20,1000,25,31,67,2500000000000,2375000000000,118750000000,2499999975000,2375000000000,118749975000,2256250025000,2256250050000,4874999975000,2256249975000,75000,902499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
59,4512501002499,4,100000000,19/20,1/20,1000,25,123,456,2500000000000,2375000000000,118750000000,2499999975000,2375000000000,118749975000,2256250025000,2256250050000,4874999975000,2256249975000,75000,902499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
60,4512501002499,4,100000000,19/20,1/20,1000,25,8191,8191,2500000000000,2375000000000,118750000000,2499999975000,2375000000000,118749975000,2256250025000,2256250050000,4874999975000,2256249975000,75000,902499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
61,4455000990999,5,100000000,9/10,1/100,1000,25,1,1,2500000000000,2250000000000,22500000000,2499999975000,2250000000000,22499975000,2227500025000,2227500050000,4749999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
62,4455000990999,5,100000000,9/10,1/100,1000,25,3,7,2500000000000,2250000000000,22500000000,2499999975000,2250000000000,22499975000,2227500025000,2227500050000,4749999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
63,4455000990999,5,100000000,9/10,1/100,1000,25,11,17,2500000000000,2250000000000,22500000000,2499999975000,2250000000000,22499975000,2227500025000,2227500050000,4749999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
64,4455000990999,5,100000000,9/10,1/100,1000,25,31,67,2500000000000,2250000000000,22500000000,2499999975000,2250000000000,22499975000,2227500025000,2227500050000,4749999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
65,4455000990999,5,100000000,9/10,1/100,1000,25,123,456,2500000000000,2250000000000,22500000000,2499999975000,2250000000000,22499975000,2227500025000,2227500050000,4749999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
66,4455000990999,5,100000000,9/10,1/100,1000,25,8191,8191,2500000000000,2250000000000,22500000000,2499999975000,2250000000000,22499975000,2227500025000,2227500050000,4749999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
67,4455000990999,6,100000000,99/100,1/10,1000,25,1,1,2500000000000,2475000000000,247500000000,2499999975000,2475000000000,247499975000,2227500025000,2227500050000,4974999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
68,4455000990999,6,100000000,99/100,1/10,1000,25,3,7,2500000000000,2475000000000,247500000000,2499999975000,2475000000000,247499975000,2227500025000,2227500050000,4974999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
69,4455000990999,6,100000000,99/100,1/10,1000,25,11,17,2500000000000,2475000000000,247500000000,2499999975000,2475000000000,247499975000,2227500025000,2227500050000,4974999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
70,4455000990999,6,100000000,99/100,1/10,1000,25,31,67,2500000000000,2475000000000,247500000000,2499999975000,2475000000000,247499975000,2227500025000,2227500050000,4974999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
71,4455000990999,6,100000000,99/100,1/10,1000,25,123,456,2500000000000,2475000000000,247500000000,2499999975000,2475000000000,247499975000,2227500025000,2227500050000,4974999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
72,4455000990999,6,100000000,99/100,1/10,1000,25,8191,8191,2500000000000,2475000000000,247500000000,2499999975000,2475000000000,247499975000,2227500025000,2227500050000,4974999975000,2227499975000,75000,890999,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT
73,1960201020099,1,100000000,99/100,1/100,100,100,1,1,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
74,1960201020099,1,100000000,99/100,1/100,100,100,3,7,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
75,1960201020099,1,100000000,99/100,1/100,100,100,11,17,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
76,1960201020099,1,100000000,99/100,1/100,100,100,31,67,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
77,1960201020099,1,100000000,99/100,1/100,100,100,123,456,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
78,1960201020099,1,100000000,99/100,1/100,100,100,8191,8191,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
79,1960201020099,1,100000000,99/100,1/100,1000,10,1,1,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
80,1960201020099,1,100000000,99/100,1/100,1000,10,3,7,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
81,1960201020099,1,100000000,99/100,1/100,1000,10,11,17,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
82,1960201020099,1,100000000,99/100,1/100,1000,10,31,67,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
83,1960201020099,1,100000000,99/100,1/100,1000,10,123,456,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
84,1960201020099,1,100000000,99/100,1/100,1000,10,8191,8191,1000000000000,990000000000,9900000000,999999990000,990000000000,9899990000,980100010000,980100020000,1989999990000,980099990000,30000,980099,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
85,1881000980499,2,100000000,19/20,1/100,100,100,1,1,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
86,1881000980499,2,100000000,19/20,1/100,100,100,3,7,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
87,1881000980499,2,100000000,19/20,1/100,100,100,11,17,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
88,1881000980499,2,100000000,19/20,1/100,100,100,31,67,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
89,1881000980499,2,100000000,19/20,1/100,100,100,123,456,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
90,1881000980499,2,100000000,19/20,1/100,100,100,8191,8191,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
91,1881000980499,2,100000000,19/20,1/100,1000,10,1,1,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
92,1881000980499,2,100000000,19/20,1/100,1000,10,3,7,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
93,1881000980499,2,100000000,19/20,1/100,1000,10,11,17,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
94,1881000980499,2,100000000,19/20,1/100,1000,10,31,67,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
95,1881000980499,2,100000000,19/20,1/100,1000,10,123,456,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
96,1881000980499,2,100000000,19/20,1/100,1000,10,8191,8191,1000000000000,950000000000,9500000000,999999990000,950000000000,9499990000,940500010000,940500020000,1949999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
97,1881000980499,3,100000000,99/100,1/20,100,100,1,1,1000000000000,990000000000,49500000000,999999990000,990000000000,49499990000,940500010000,940500020000,1989999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
98,1881000980499,3,100000000,99/100,1/20,100,100,3,7,1000000000000,990000000000,49500000000,999999990000,990000000000,49499990000,940500010000,940500020000,1989999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
99,1881000980499,3,100000000,99/100,1/20,100,100,11,17,1000000000000,990000000000,49500000000,999999990000,990000000000,49499990000,940500010000,940500020000,1989999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
100,1881000980499,3,100000000,99/100,1/20,100,100,31,67,1000000000000,990000000000,49500000000,999999990000,990000000000,49499990000,940500010000,940500020000,1989999990000,940499990000,30000,940499,True,True,NET_EXTERNAL_VALUE_POSITIVE;RESIDUAL_DEBT_VALUE_PERSISTS;PROTOCOL_SHORTFALL_MODEL_POSITIVE;EXTERNAL_VALUE_OVER_10_PERCENT;EXTERNAL_VALUE_OVER_50_PERCENT;EXTERNAL_VALUE_OVER_90_PERCENT
